WorkspaceId,WorkloadName,CapacityId,Region,FabricWorkloadType,ShareOfCapacityPct,IsSynthetic,Provenance
westeurope-dc06-cap01-ws01,Product-Analytics,westeurope-dc06-cap01,westeurope,Data Warehouse,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
westeurope-dc06-cap02-ws01,Customer-360,westeurope-dc06-cap02,westeurope,Data Warehouse,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
westeurope-dc06-cap03-ws01,Exec-Dashboards,westeurope-dc06-cap03,westeurope,Real-Time Intelligence,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
westeurope-dc06-cap04-ws01,Customer-360,westeurope-dc06-cap04,westeurope,Data Science,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
westeurope-dc07-cap01-ws01,Risk-Models,westeurope-dc07-cap01,westeurope,Data Warehouse,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
westeurope-dc07-cap02-ws01,Marketing-Analytics,westeurope-dc07-cap02,westeurope,Data Engineering,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
westeurope-dc07-cap03-ws01,Field-Ops,westeurope-dc07-cap03,westeurope,Data Warehouse,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
westeurope-dc08-cap01-ws01,Ops-Telemetry,westeurope-dc08-cap01,westeurope,Power BI,0.1,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
westeurope-dc08-cap01-ws02,Exec-Dashboards,westeurope-dc08-cap01,westeurope,Data Engineering,31.1,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
westeurope-dc08-cap01-ws03,Data-Platform,westeurope-dc08-cap01,westeurope,Data Factory,68.8,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
westeurope-dc09-cap01-ws01,Ops-Telemetry,westeurope-dc09-cap01,westeurope,Data Factory,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
westeurope-dc09-cap02-ws01,Supply-Chain,westeurope-dc09-cap02,westeurope,Power BI,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
westeurope-dc10-cap01-ws01,Sales-BI,westeurope-dc10-cap01,westeurope,Data Factory,66.4,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
westeurope-dc10-cap01-ws02,Risk-Models,westeurope-dc10-cap01,westeurope,Data Warehouse,33.6,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc01-cap01-ws01,Sales-BI,northcentralus-dc01-cap01,northcentralus,Data Engineering,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc01-cap02-ws01,Supply-Chain,northcentralus-dc01-cap02,northcentralus,Data Warehouse,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc01-cap03-ws01,Customer-360,northcentralus-dc01-cap03,northcentralus,Data Warehouse,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc01-cap04-ws01,Pricing,northcentralus-dc01-cap04,northcentralus,Data Engineering,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc02-cap01-ws01,Data-Platform,northcentralus-dc02-cap01,northcentralus,Real-Time Intelligence,12.4,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc02-cap01-ws02,Sales-BI,northcentralus-dc02-cap01,northcentralus,Power BI,1.7,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc02-cap01-ws03,Finance-Reporting,northcentralus-dc02-cap01,northcentralus,Data Engineering,73.3,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc02-cap01-ws04,Marketing-Analytics,northcentralus-dc02-cap01,northcentralus,Data Factory,12.6,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc03-cap01-ws01,Marketing-Analytics,northcentralus-dc03-cap01,northcentralus,Data Warehouse,1.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc03-cap01-ws02,Exec-Dashboards,northcentralus-dc03-cap01,northcentralus,Data Factory,3.6,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc03-cap01-ws03,Customer-360,northcentralus-dc03-cap01,northcentralus,Data Engineering,67.4,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc03-cap01-ws04,Ops-Telemetry,northcentralus-dc03-cap01,northcentralus,Data Factory,9.4,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc03-cap01-ws05,Field-Ops,northcentralus-dc03-cap01,northcentralus,Power BI,18.6,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc04-cap01-ws01,Pricing,northcentralus-dc04-cap01,northcentralus,Data Warehouse,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc04-cap02-ws01,Field-Ops,northcentralus-dc04-cap02,northcentralus,Data Warehouse,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc04-cap03-ws01,Customer-360,northcentralus-dc04-cap03,northcentralus,Data Science,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc05-cap01-ws01,Product-Analytics,northcentralus-dc05-cap01,northcentralus,Power BI,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc05-cap02-ws01,Marketing-Analytics,northcentralus-dc05-cap02,northcentralus,Data Science,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc05-cap03-ws01,Data-Platform,northcentralus-dc05-cap03,northcentralus,Data Factory,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc05-cap04-ws01,Sales-BI,northcentralus-dc05-cap04,northcentralus,Data Warehouse,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc06-cap01-ws01,Ops-Telemetry,northcentralus-dc06-cap01,northcentralus,Data Engineering,9.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc06-cap01-ws02,Customer-360,northcentralus-dc06-cap01,northcentralus,Real-Time Intelligence,18.2,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc06-cap01-ws03,Pricing,northcentralus-dc06-cap01,northcentralus,Power BI,72.8,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc07-cap01-ws01,Ops-Telemetry,northcentralus-dc07-cap01,northcentralus,Data Warehouse,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc07-cap02-ws01,Marketing-Analytics,northcentralus-dc07-cap02,northcentralus,Data Factory,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc07-cap03-ws01,Customer-360,northcentralus-dc07-cap03,northcentralus,Data Warehouse,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc07-cap04-ws01,Ops-Telemetry,northcentralus-dc07-cap04,northcentralus,Power BI,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc08-cap01-ws01,Customer-360,northcentralus-dc08-cap01,northcentralus,Power BI,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc08-cap02-ws01,Customer-360,northcentralus-dc08-cap02,northcentralus,Data Science,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc08-cap03-ws01,Ops-Telemetry,northcentralus-dc08-cap03,northcentralus,Real-Time Intelligence,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc08-cap04-ws01,Exec-Dashboards,northcentralus-dc08-cap04,northcentralus,Data Science,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc09-cap01-ws01,Field-Ops,northcentralus-dc09-cap01,northcentralus,Data Warehouse,0.5,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc09-cap01-ws02,Product-Analytics,northcentralus-dc09-cap01,northcentralus,Data Engineering,26.6,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc09-cap01-ws03,Marketing-Analytics,northcentralus-dc09-cap01,northcentralus,Data Warehouse,11.2,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc09-cap01-ws04,Exec-Dashboards,northcentralus-dc09-cap01,northcentralus,Data Engineering,50.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc09-cap01-ws05,Customer-360,northcentralus-dc09-cap01,northcentralus,Data Factory,11.7,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc10-cap01-ws01,Sales-BI,northcentralus-dc10-cap01,northcentralus,Power BI,43.8,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc10-cap01-ws02,Marketing-Analytics,northcentralus-dc10-cap01,northcentralus,Data Factory,2.3,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc10-cap01-ws03,Pricing,northcentralus-dc10-cap01,northcentralus,Data Warehouse,7.4,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc10-cap01-ws04,Marketing-Analytics,northcentralus-dc10-cap01,northcentralus,Data Factory,17.6,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
northcentralus-dc10-cap01-ws05,Exec-Dashboards,northcentralus-dc10-cap01,northcentralus,Real-Time Intelligence,28.9,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc01-cap01-ws01,Risk-Models,canadacentral-dc01-cap01,canadacentral,Data Factory,0.9,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc01-cap01-ws02,Data-Platform,canadacentral-dc01-cap01,canadacentral,Data Engineering,0.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc01-cap01-ws03,Exec-Dashboards,canadacentral-dc01-cap01,canadacentral,Data Science,17.7,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc01-cap01-ws04,Finance-Reporting,canadacentral-dc01-cap01,canadacentral,Data Warehouse,28.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc01-cap01-ws05,Customer-360,canadacentral-dc01-cap01,canadacentral,Power BI,53.4,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc02-cap01-ws01,Marketing-Analytics,canadacentral-dc02-cap01,canadacentral,Data Factory,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc02-cap02-ws01,Data-Platform,canadacentral-dc02-cap02,canadacentral,Data Factory,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc02-cap03-ws01,Risk-Models,canadacentral-dc02-cap03,canadacentral,Data Engineering,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc02-cap04-ws01,Finance-Reporting,canadacentral-dc02-cap04,canadacentral,Data Factory,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc02-cap05-ws01,Exec-Dashboards,canadacentral-dc02-cap05,canadacentral,Data Science,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc03-cap01-ws01,Pricing,canadacentral-dc03-cap01,canadacentral,Data Science,99.1,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc03-cap01-ws02,Marketing-Analytics,canadacentral-dc03-cap01,canadacentral,Data Engineering,0.9,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc04-cap01-ws01,Finance-Reporting,canadacentral-dc04-cap01,canadacentral,Data Engineering,10.2,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc04-cap01-ws02,Risk-Models,canadacentral-dc04-cap01,canadacentral,Power BI,17.5,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc04-cap01-ws03,Sales-BI,canadacentral-dc04-cap01,canadacentral,Real-Time Intelligence,40.5,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc04-cap01-ws04,Data-Platform,canadacentral-dc04-cap01,canadacentral,Data Factory,31.8,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc05-cap01-ws01,Supply-Chain,canadacentral-dc05-cap01,canadacentral,Data Science,35.1,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc05-cap01-ws02,Ops-Telemetry,canadacentral-dc05-cap01,canadacentral,Data Science,40.1,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc05-cap01-ws03,Marketing-Analytics,canadacentral-dc05-cap01,canadacentral,Data Science,24.8,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc06-cap01-ws01,Supply-Chain,canadacentral-dc06-cap01,canadacentral,Power BI,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc06-cap02-ws01,Exec-Dashboards,canadacentral-dc06-cap02,canadacentral,Real-Time Intelligence,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc06-cap03-ws01,Exec-Dashboards,canadacentral-dc06-cap03,canadacentral,Real-Time Intelligence,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc06-cap04-ws01,Pricing,canadacentral-dc06-cap04,canadacentral,Data Science,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc07-cap01-ws01,Field-Ops,canadacentral-dc07-cap01,canadacentral,Real-Time Intelligence,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc07-cap02-ws01,Product-Analytics,canadacentral-dc07-cap02,canadacentral,Real-Time Intelligence,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc07-cap03-ws01,Data-Platform,canadacentral-dc07-cap03,canadacentral,Data Engineering,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc07-cap04-ws01,Risk-Models,canadacentral-dc07-cap04,canadacentral,Real-Time Intelligence,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc07-cap05-ws01,Sales-BI,canadacentral-dc07-cap05,canadacentral,Data Science,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc08-cap01-ws01,Risk-Models,canadacentral-dc08-cap01,canadacentral,Power BI,43.1,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc08-cap01-ws02,Risk-Models,canadacentral-dc08-cap01,canadacentral,Data Factory,20.5,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc08-cap01-ws03,Supply-Chain,canadacentral-dc08-cap01,canadacentral,Data Warehouse,13.2,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc08-cap01-ws04,Risk-Models,canadacentral-dc08-cap01,canadacentral,Data Engineering,23.2,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc09-cap01-ws01,Risk-Models,canadacentral-dc09-cap01,canadacentral,Data Engineering,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc09-cap02-ws01,Risk-Models,canadacentral-dc09-cap02,canadacentral,Data Warehouse,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc09-cap03-ws01,Pricing,canadacentral-dc09-cap03,canadacentral,Data Engineering,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc09-cap04-ws01,Pricing,canadacentral-dc09-cap04,canadacentral,Data Factory,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc10-cap01-ws01,Sales-BI,canadacentral-dc10-cap01,canadacentral,Data Warehouse,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
canadacentral-dc10-cap02-ws01,Exec-Dashboards,canadacentral-dc10-cap02,canadacentral,Real-Time Intelligence,100.0,True,"SYNTHETIC - generated, not a business source: workload assignment and consumption share invented; a shared site's capacity carries two to five workloads summing to 100%, a dedicated site's capacity carries exactly one at 100%; capacities and the SKU ladder are real"
